# STAR             = HIP114971
# RA(ICRS, deg)    = 349.29141
# Dec(ICRS, deg)   = 3.2822883
# pmRA  (mas/yr)   = 759.820
# pmDec (mas/yr)   = 17.7700
# parallax (mas)   = 23.6400
# Vrad  (km/s)     = -14480.0
# Vtemplate (km/s) = -43132.0
# -------------------------------------------------------------------------------------------------------------------------------------- 
#           Filename                         JD_MID               BJD_MID           RV_raw        RV_bvc     Sigma1    Sigma2    Flux   
#                                            [days]                [days]            [m/s]         [m/s]      [m/s]     [m/s]    [ADU]  
# -------------------------------------------------------------------------------------------------------------------------------------- 
s1_2021-09-03T02-10-43_ext.ooo        2459460.5921665002  2459460.5985926939     -19027.50     -13951.02    116.42      5.01    9008.0
s1_2021-09-03T02-14-48_ext.ooo        2459460.5950087998  2459460.6014350420     -19016.13     -13948.26    118.84      5.18    8871.9
s1_2021-09-03T02-18-54_ext.ooo        2459460.5978514999  2459460.6042777901     -19007.11     -13947.83    129.29      5.67    8954.7
s1_2021-09-03T02-23-01_ext.ooo        2459460.6007174999  2459460.6071438384     -18995.47     -13944.83    117.71      5.28    8548.7
s1_2021-09-03T02-27-07_ext.ooo        2459460.6035612999  2459460.6099876864     -18988.85     -13946.75    129.13      5.71    8459.0
s1_2021-09-03T02-31-13_ext.ooo        2459460.6064062999  2459460.6128327339     -18981.22     -13947.62    123.45      5.79    8112.8
s1_2021-09-03T02-35-21_ext.ooo        2459460.6092766002  2459460.6157030826     -18972.32     -13947.28    126.17      6.11    8266.8
s1_2021-09-03T02-39-26_ext.ooo        2459460.6121176998  2459460.6185442298     -18968.56     -13951.95    131.19      5.39    8104.4
s1_2021-09-03T02-43-33_ext.ooo        2459460.6149764000  2459460.6214029780     -18957.72     -13949.55    119.36      5.76    8478.0
s1_2021-09-03T02-47-42_ext.ooo        2459460.6178494999  2459460.6242761258     -18950.46     -13950.74    126.55      5.52    8932.1
s1_2021-09-03T02-51-47_ext.ooo        2459460.6206884999  2459460.6271151733     -18941.70     -13950.28    124.74      5.46    8716.3
s1_2021-09-03T02-55-54_ext.ooo        2459460.6235516001  2459460.6299783210     -18933.30     -13950.21    127.18      5.70    8395.3
s1_2021-09-03T03-00-04_ext.ooo        2459460.6264431002  2459460.6328698690     -18925.07     -13950.35    119.99      5.16    8433.2
s1_2021-09-03T03-04-09_ext.ooo        2459460.6292821001  2459460.6357089165     -18918.16     -13951.60    121.63      5.36    9189.6
s1_2021-09-03T03-08-16_ext.ooo        2459460.6321393000  2459460.6385661634     -18913.84     -13955.45    117.33      5.28    9146.7
s1_2021-09-03T03-12-24_ext.ooo        2459460.6350091002  2459460.6414360111     -18900.84     -13950.59    111.43      5.17    8762.6
s1_2021-09-03T03-16-31_ext.ooo        2459460.6378667001  2459460.6442936584     -18896.03     -13953.83    123.11      5.39    8218.9
s1_2021-09-03T03-20-37_ext.ooo        2459460.6407062002  2459460.6471332051     -18894.45     -13960.19    119.42      4.99    8518.0
s1_2021-09-03T03-24-47_ext.ooo        2459460.6436027000  2459460.6500297529     -18880.45     -13954.24    115.98      5.53    8170.8
s1_2021-09-03T03-28-54_ext.ooo        2459460.6464665998  2459460.6528936997     -18874.16     -13955.84    124.53      5.45    8188.4
s1_2021-09-03T03-33-00_ext.ooo        2459460.6493086000  2459460.6557357465     -18864.63     -13954.07    125.02      5.52    8032.2
s1_2021-09-03T03-37-07_ext.ooo        2459460.6521748002  2459460.6586019937     -18863.96     -13961.17    112.14      4.91    8294.7
s1_2021-09-03T03-41-13_ext.ooo        2459460.6550143999  2459460.6614416395     -18851.40     -13956.23    111.66      4.88    8532.9
s1_2021-09-03T03-45-20_ext.ooo        2459460.6578722000  2459460.6642994867     -18844.54     -13956.98    116.34      5.11    8340.4
s1_2021-09-03T21-04-23_ext.ooo        2459461.3794400999  2459461.3858791827     -19094.12     -13963.00    170.62      9.34    3195.7
s1_2021-09-03T21-08-29_ext.ooo        2459461.3822829002  2459461.3887220314     -19089.67     -13962.96    175.67     10.16    3311.3
s1_2021-09-03T21-12-35_ext.ooo        2459461.3851276999  2459461.3915668800     -19076.69     -13954.52    185.83     10.58    3473.8
s1_2021-09-03T21-16-43_ext.ooo        2459461.3880006000  2459461.3944398290     -19075.19     -13957.72    185.03     10.87    3450.9
s1_2021-09-03T21-20-49_ext.ooo        2459461.3908551000  2459461.3972943779     -19070.34     -13957.66    163.89      8.82    4195.1
s1_2021-09-03T21-24-57_ext.ooo        2459461.3937196000  2459461.4001589268     -19069.12     -13961.36    173.12      9.79    3605.7
s1_2021-09-03T21-29-13_ext.ooo        2459461.3966795001  2459461.4031188772     -19059.70     -13957.15    194.76     10.37    3315.0
s1_2021-09-03T21-33-20_ext.ooo        2459461.3995412001  2459461.4059806261     -19041.51     -13944.11    176.97     10.82    3120.0
s1_2021-09-03T21-37-26_ext.ooo        2459461.4023926002  2459461.4088320746     -19050.08     -13957.94    188.26     10.49    3178.6
s1_2021-09-03T21-41-34_ext.ooo        2459461.4052583999  2459461.4116979232     -19040.61     -13953.85    169.11      9.49    3680.4
s1_2021-09-03T21-45-41_ext.ooo        2459461.4081163998  2459461.4145559715     -19031.45     -13950.17    155.45      8.34    4400.4
s1_2021-09-03T21-49-47_ext.ooo        2459461.4109613001  2459461.4174009198     -19028.76     -13953.05    172.55     10.43    3037.2
s1_2021-09-03T21-53-57_ext.ooo        2459461.4138544998  2459461.4202941689     -19014.47     -13944.54    172.77      9.11    3865.0
s1_2021-09-03T21-58-03_ext.ooo        2459461.4167101001  2459461.4231498172     -19016.48     -13952.35    165.14      8.75    4378.0
s1_2021-09-03T22-02-09_ext.ooo        2459461.4195566000  2459461.4259963655     -19010.23     -13952.00    158.64      8.29    4328.7
s1_2021-09-03T22-06-21_ext.ooo        2459461.4224768002  2459461.4289166150     -19007.00     -13954.91    175.63     10.53    3265.7
s1_2021-09-03T22-10-29_ext.ooo        2459461.4253421002  2459461.4317819630     -18994.40     -13948.46    148.04      7.91    4671.7
s1_2021-09-03T22-14-34_ext.ooo        2459461.4281830001  2459461.4346229108     -18987.51     -13947.76    157.80      8.58    4327.4
s1_2021-09-03T22-18-44_ext.ooo        2459461.4310690002  2459461.4375089593     -18982.76     -13949.39    143.56      7.72    4957.7
s1_2021-09-03T22-22-50_ext.ooo        2459461.4339132002  2459461.4403532073     -18972.92     -13945.95    134.94      6.77    5947.9
s1_2021-09-03T22-26-55_ext.ooo        2459461.4367583999  2459461.4431984546     -18971.74     -13951.26    134.02      7.24    4512.8
s1_2021-09-03T22-31-08_ext.ooo        2459461.4396762000  2459461.4461163036     -18960.84     -13947.12    136.91      7.10    4911.0
s1_2021-09-03T22-35-13_ext.ooo        2459461.4425154999  2459461.4489556509     -18947.46     -13940.40    144.91      7.05    6034.1
s1_2021-09-03T22-39-18_ext.ooo        2459461.4453552999  2459461.4517954984     -18945.95     -13945.65    151.81      7.66    5539.1
s1_2021-09-03T22-43-25_ext.ooo        2459461.4482148001  2459461.4546550466     -18941.32     -13947.91    163.70      8.78    4328.7
s1_2021-09-03T22-47-32_ext.ooo        2459461.4510718002  2459461.4575120942     -18933.74     -13947.31    146.02      8.04    4665.4
s1_2021-09-03T22-51-38_ext.ooo        2459461.4539164002  2459461.4603567417     -18924.83     -13945.43    135.11      6.91    6096.5
s1_2021-09-03T22-55-45_ext.ooo        2459461.4567749999  2459461.4632153888     -18916.81     -13944.56    154.48      7.71    4781.4
s1_2021-09-03T22-59-50_ext.ooo        2459461.4596155998  2459461.4660560358     -18910.95     -13945.88    140.00      7.71    5814.9
s1_2021-09-03T23-03-56_ext.ooo        2459461.4624616001  2459461.4689020831     -18907.48     -13949.70    144.83      6.81    5496.7
s1_2021-09-03T23-08-07_ext.ooo        2459461.4653603001  2459461.4718008311     -18898.22     -13947.94    135.00      6.86    5897.0
s1_2021-09-03T23-12-12_ext.ooo        2459461.4682053002  2459461.4746458782     -18887.31     -13944.45    157.04      7.90    4419.6
s1_2021-09-03T23-16-18_ext.ooo        2459461.4710506001  2459461.4774912251     -18879.21     -13943.86    141.57      7.08    5398.8
s1_2021-09-03T23-20-26_ext.ooo        2459461.4739219998  2459461.4803626719     -18878.54     -13950.84    145.60      6.46    5992.1
s1_2021-09-03T23-24-32_ext.ooo        2459461.4767602999  2459461.4832010190     -18864.17     -13944.10    132.50      6.80    5883.3
s1_2021-09-03T23-28-38_ext.ooo        2459461.4796100999  2459461.4860508656     -18864.82     -13952.48    140.44      6.71    5543.7
s1_2021-09-03T23-32-45_ext.ooo        2459461.4824728998  2459461.4889137126     -18851.03     -13946.52    145.13      7.36    5283.3
s1_2021-09-03T23-36-52_ext.ooo        2459461.4853297002  2459461.4917705595     -18847.94     -13951.31    138.07      6.52    5739.5
s1_2021-09-03T23-40-57_ext.ooo        2459461.4881694000  2459461.4946103059     -18837.20     -13948.47    141.29      7.39    5083.1
s1_2021-09-03T23-45-08_ext.ooo        2459461.4910746999  2459461.4975156533     -18832.99     -13952.40    153.37      7.64    5081.0
s1_2021-09-03T23-49-17_ext.ooo        2459461.4939549998  2459461.5003959998     -18823.74     -13951.27    142.72      7.61    5252.2
s1_2021-09-03T23-53-26_ext.ooo        2459461.4968327000  2459461.5032737469     -18816.32     -13952.02    138.66      7.07    5342.2
s1_2021-09-03T23-57-33_ext.ooo        2459461.4996926002  2459461.5061336937     -18810.96     -13954.84    142.91      7.02    5694.7
s1_2021-09-04T00-01-38_ext.ooo        2459461.5025324002  2459461.5089735393     -18801.50     -13953.56    125.63      6.08    6761.1
s1_2021-09-04T00-05-45_ext.ooo        2459461.5053908001  2459461.5118319858     -18790.86     -13951.20    133.97      5.85    5877.6
s1_2021-09-04T00-09-52_ext.ooo        2459461.5082510998  2459461.5146923317     -18788.66     -13957.33    139.87      7.11    5807.6
s1_2021-09-04T00-13-59_ext.ooo        2459461.5111035998  2459461.5175448777     -18779.26     -13956.28    134.22      6.55    5765.1
s1_2021-09-04T00-18-06_ext.ooo        2459461.5139615000  2459461.5204028236     -18773.34     -13958.77    120.81      6.55    6479.5
s1_2021-09-04T00-22-13_ext.ooo        2459461.5168194999  2459461.5232608696     -18758.87     -13952.75    140.25      7.29    6229.3
s1_2021-09-04T00-26-19_ext.ooo        2459461.5196713000  2459461.5261127152     -18753.99     -13956.35    130.08      6.05    7435.1
s1_2021-09-04T00-30-25_ext.ooo        2459461.5225167000  2459461.5289581609     -18746.51     -13957.35    130.73      6.14    7131.4
s1_2021-09-04T00-34-34_ext.ooo        2459461.5254027001  2459461.5318442071     -18742.10     -13961.58    131.45      6.00    7160.9
s1_2021-09-04T00-38-41_ext.ooo        2459461.5282593998  2459461.5347009525     -18727.81     -13955.87    127.74      6.00    6951.8
s1_2021-09-04T00-42-46_ext.ooo        2459461.5310987998  2459461.5375403976     -18723.42     -13960.05    133.58      6.24    6909.7
s1_2021-09-04T00-46-55_ext.ooo        2459461.5339787998  2459461.5404204433     -18714.73     -13960.07    135.76      6.51    6589.3
s1_2021-09-04T00-51-00_ext.ooo        2459461.5368170999  2459461.5432587885     -18705.05     -13958.99    130.70      6.10    7210.1
s1_2021-09-04T00-55-07_ext.ooo        2459461.5396746001  2459461.5461163339     -18697.30     -13959.94    149.45      7.03    5873.8
s1_2021-09-04T00-59-16_ext.ooo        2459461.5425562998  2459461.5489980793     -18694.23     -13965.65    122.79      6.01    6414.5
s1_2021-09-04T01-03-22_ext.ooo        2459461.5453999001  2459461.5518417242     -18685.94     -13966.04    137.41      7.22    6117.6
s1_2021-09-04T01-07-27_ext.ooo        2459461.5482405000  2459461.5546823689     -18668.83     -13957.63    133.12      6.59    6760.4
s1_2021-09-04T02-03-16_ext.ooo        2459461.5869952999  2459461.5934377708     -18553.48     -13961.04    122.77      5.42    7132.4
s1_2021-09-04T02-07-22_ext.ooo        2459461.5898381998  2459461.5962807145     -18545.90     -13962.11    123.56      5.46    6893.6
s1_2021-09-04T02-11-27_ext.ooo        2459461.5926780002  2459461.5991205582     -18539.49     -13964.30    119.53      4.97    7828.2
s1_2021-09-04T02-15-37_ext.ooo        2459461.5955714998  2459461.6020141020     -18523.95     -13957.51    127.68      5.39    8159.3
s1_2021-09-04T02-19-43_ext.ooo        2459461.5984204002  2459461.6048630457     -18520.24     -13962.38    106.68      4.97    7822.4
s1_2021-09-04T02-23-49_ext.ooo        2459461.6012702002  2459461.6077128891     -18510.42     -13961.12    113.86      4.93    8440.5
s1_2021-09-04T02-27-59_ext.ooo        2459461.6041629999  2459461.6106057330     -18503.30     -13962.66    110.84      5.40    8412.2
s1_2021-09-04T02-32-06_ext.ooo        2459461.6070241998  2459461.6134669762     -18491.80     -13959.69    115.87      4.86    8754.5
s1_2021-09-04T02-36-12_ext.ooo        2459461.6098632999  2459461.6163061191     -18488.33     -13964.64    111.55      4.97    8726.9
s1_2021-09-04T02-40-19_ext.ooo        2459461.6127268001  2459461.6191696627     -18482.52     -13967.29    113.26      5.30    8714.5
s1_2021-09-04T02-44-25_ext.ooo        2459461.6155706001  2459461.6220135055     -18474.25     -13967.38    116.45      5.23    8279.6
s1_2021-09-04T02-48-32_ext.ooo        2459461.6184291001  2459461.6248720484     -18460.75     -13962.24    127.16      5.38    8713.4
s1_2021-09-04T02-52-41_ext.ooo        2459461.6213105000  2459461.6277534915     -18447.91     -13957.78    115.21      5.08    7371.2
s1_2021-09-04T02-56-47_ext.ooo        2459461.6241665999  2459461.6306096343     -18446.93     -13965.05    113.43      5.04    7373.3
s1_2021-09-04T03-00-53_ext.ooo        2459461.6270110002  2459461.6334540769     -18435.86     -13962.16    117.91      5.30    7284.6
s1_2021-09-04T03-05-01_ext.ooo        2459461.6298742001  2459461.6363173197     -18433.04     -13967.52    117.57      5.34    6662.7
s1_2021-09-04T03-09-08_ext.ooo        2459461.6327366000  2459461.6391797620     -18424.31     -13966.92    130.52      6.35    6145.3
s1_2021-09-04T03-13-13_ext.ooo        2459461.6355761001  2459461.6420193044     -18421.81     -13972.42    159.93      8.80    2839.2
s1_2021-09-04T03-53-23_ext.ooo        2459461.6634666999  2459461.6699103154     -18348.01     -13973.81    132.31      6.81    5045.4
s1_2021-09-04T03-57-30_ext.ooo        2459461.6663270001  2459461.6727706571     -18335.21     -13968.33    132.26      6.78    5568.5
s1_2021-09-04T04-01-35_ext.ooo        2459461.6691663000  2459461.6756099984     -18324.22     -13964.52    145.43      6.79    5769.0
s1_2021-09-06T21-11-37_ext.ooo        2459464.3844627002  2459464.3909420692     -17576.87     -13952.71    174.51      9.86    2744.8
s1_2021-09-06T21-15-44_ext.ooo        2459464.3873222000  2459464.3938016035     -17567.23     -13948.08    165.95      9.09    2869.9
s1_2021-09-06T21-19-51_ext.ooo        2459464.3901813002  2459464.3966607386     -17560.48     -13946.45    174.14      9.20    3214.8
s1_2021-09-06T21-24-02_ext.ooo        2459464.3930802001  2459464.3995596734     -17553.27     -13944.54    167.86      9.39    3567.8
s1_2021-09-06T21-28-10_ext.ooo        2459464.3959514000  2459464.4024309078     -17548.68     -13945.32    158.51      8.78    3568.5
s1_2021-09-06T21-32-15_ext.ooo        2459464.3987886002  2459464.4052681420     -17537.09     -13939.15    162.00      8.86    3877.6
s1_2021-09-06T21-36-22_ext.ooo        2459464.4016482998  2459464.4081278760     -17536.59     -13944.22    164.60      9.24    3954.3
s1_2021-09-06T21-40-28_ext.ooo        2459464.4044932998  2459464.4109729100     -17526.00     -13939.28    161.80      8.54    3941.8
s1_2021-09-06T21-44-33_ext.ooo        2459464.4073327002  2459464.4138123444     -17516.77     -13935.79    152.54      8.35    4138.1
s1_2021-09-06T21-48-44_ext.ooo        2459464.4102377002  2459464.4167173794     -17514.36     -13939.37    165.44      8.94    4283.3
s1_2021-09-06T21-52-49_ext.ooo        2459464.4130764999  2459464.4195562131     -17506.68     -13937.65    146.63      8.57    4473.6
s1_2021-09-06T21-56-55_ext.ooo        2459464.4159197998  2459464.4223995465     -17500.87     -13937.90    166.71      9.06    4483.5
s1_2021-09-06T22-01-02_ext.ooo        2459464.4187793001  2459464.4252590807     -17489.68     -13932.92    152.13      7.49    4492.3
s1_2021-09-06T22-05-10_ext.ooo        2459464.4216521000  2459464.4281319152     -17496.77     -13946.34    149.22      7.77    4455.8
s1_2021-09-06T22-09-16_ext.ooo        2459464.4244929999  2459464.4309728486     -17482.11     -13938.03    162.47      9.06    4622.5
s1_2021-09-06T22-13-25_ext.ooo        2459464.4273744002  2459464.4338542828     -17478.85     -13941.33    139.04      7.41    4570.8
s1_2021-09-06T22-17-30_ext.ooo        2459464.4302162002  2459464.4366961163     -17473.65     -13942.68    146.75      7.38    4878.6
s1_2021-09-06T22-21-36_ext.ooo        2459464.4330667001  2459464.4395466498     -17467.16     -13942.86    146.13      7.62    5051.9
s1_2021-09-06T22-25-48_ext.ooo        2459464.4359770999  2459464.4424570841     -17462.35     -13944.96    147.94      7.81    5106.3
s1_2021-09-06T22-29-54_ext.ooo        2459464.4388212999  2459464.4453013176     -17453.28     -13942.72    149.24      7.36    5419.2
s1_2021-09-06T22-34-00_ext.ooo        2459464.4416769999  2459464.4481570506     -17443.91     -13940.30    135.09      7.25    5362.5
s1_2021-09-06T22-38-07_ext.ooo        2459464.4445358999  2459464.4510159842     -17440.08     -13943.52    144.42      7.61    5501.0
s1_2021-09-06T22-42-16_ext.ooo        2459464.4474130999  2459464.4538932177     -17434.51     -13945.12    154.92      7.88    5421.3
s1_2021-09-06T22-46-21_ext.ooo        2459464.4502523001  2459464.4567324510     -17431.35     -13949.13    135.65      6.70    5444.2
s1_2021-09-06T22-50-29_ext.ooo        2459464.4531231001  2459464.4596032845     -17424.44     -13949.54    144.43      7.12    5496.0
s1_2021-09-06T22-54-35_ext.ooo        2459464.4559664000  2459464.4624466174     -17418.00     -13950.44    139.07      7.44    5548.6
s1_2021-09-06T22-58-40_ext.ooo        2459464.4588068998  2459464.4652871499     -17410.66     -13950.51    138.84      6.78    5709.7
s1_2021-09-06T23-02-50_ext.ooo        2459464.4616934001  2459464.4681736836     -17408.25     -13955.70    138.48      7.22    5614.6
s1_2021-09-06T23-06-57_ext.ooo        2459464.4645590000  2459464.4710393166     -17396.32     -13951.39    134.39      7.25    5534.5
s1_2021-09-06T23-11-06_ext.ooo        2459464.4674339001  2459464.4739142498     -17387.16     -13949.94    140.82      7.34    5413.5
s1_2021-09-06T23-15-17_ext.ooo        2459464.4703421998  2459464.4768225825     -17382.71     -13953.37    157.60      8.73    3633.8
s1_2021-09-07T03-21-37_ext.ooo        2459464.6414108002  2459464.6478929985     -16916.68     -13992.80    175.88     10.27    2353.6
s1_2021-09-07T21-00-45_ext.ooo        2459465.3769120998  2459465.3834014675     -17091.63     -13957.77    172.76      9.66    3183.9
s1_2021-09-07T21-04-51_ext.ooo        2459465.3797603999  2459465.3862497974     -17070.68     -13941.61    169.30      9.13    3599.9
s1_2021-09-07T21-08-57_ext.ooo        2459465.3826119001  2459465.3891013274     -17071.44     -13947.28    168.20      9.58    3489.4
s1_2021-09-07T21-13-05_ext.ooo        2459465.3854788002  2459465.3919682573     -17064.98     -13945.88    157.31      8.53    3707.4
s1_2021-09-07T21-17-12_ext.ooo        2459465.3883334999  2459465.3948229868     -17071.90     -13957.95    161.50      8.62    3795.6
s1_2021-09-07T21-21-18_ext.ooo        2459465.3911901000  2459465.3976796167     -17063.06     -13954.38    170.31      8.87    3843.7
s1_2021-09-07T21-25-25_ext.ooo        2459465.3940484999  2459465.4005380464     -17052.32     -13949.03    162.02      8.89    3864.1
s1_2021-09-07T21-29-31_ext.ooo        2459465.3968886002  2459465.4033781760     -17043.55     -13945.71    164.68      8.47    3758.6
s1_2021-09-07T21-33-36_ext.ooo        2459465.3997288002  2459465.4062184053     -17042.23     -13949.96    163.47      8.70    3961.0
s1_2021-09-07T21-37-43_ext.ooo        2459465.4025884001  2459465.4090780346     -17027.70     -13941.14    161.14      8.62    4051.2
s1_2021-09-07T21-41-51_ext.ooo        2459465.4054533001  2459465.4119429644     -17024.97     -13944.25    147.20      7.18    4290.6
s1_2021-09-07T21-45-57_ext.ooo        2459465.4083039998  2459465.4147936935     -17025.09     -13950.28    162.91      8.62    4245.6
s1_2021-09-07T21-50-04_ext.ooo        2459465.4111640002  2459465.4176537232     -17017.11     -13948.33    148.62      8.12    4334.4
s1_2021-09-07T21-54-11_ext.ooo        2459465.4140200000  2459465.4205097524     -17009.71     -13947.05    147.48      7.22    4533.3
s1_2021-09-07T21-58-16_ext.ooo        2459465.4168595001  2459465.4233492813     -17012.05     -13955.59    138.10      7.23    4739.9
s1_2021-09-07T22-02-25_ext.ooo        2459465.4197402000  2459465.4262300106     -16998.90     -13948.82    125.41      6.70    5071.2
s1_2021-09-07T22-06-31_ext.ooo        2459465.4225814999  2459465.4290713393     -16990.91     -13947.22    137.10      6.74    5077.6
s1_2021-09-07T22-10-36_ext.ooo        2459465.4254243001  2459465.4319141684     -16981.61     -13944.41    132.83      7.18    4999.7
s1_2021-09-07T22-14-46_ext.ooo        2459465.4283138001  2459465.4348036977     -16973.54     -13943.04    142.60      6.84    5148.2
s1_2021-09-07T22-18-54_ext.ooo        2459465.4311902002  2459465.4376801271     -16970.48     -13946.74    139.63      7.01    5479.4
s1_2021-09-07T22-23-00_ext.ooo        2459465.4340296001  2459465.4405195555     -16965.93     -13948.96    125.61      6.69    5255.3
s1_2021-09-07T22-27-08_ext.ooo        2459465.4369064001  2459465.4433963844     -16955.92     -13945.89    134.20      7.01    5156.2
s1_2021-09-07T22-31-15_ext.ooo        2459465.4397637001  2459465.4462537132     -16943.91     -13940.86    136.19      6.92    5583.5
s1_2021-09-07T22-35-22_ext.ooo        2459465.4426234998  2459465.4491135417     -16941.93     -13945.96    127.45      6.14    5602.4
s1_2021-09-07T22-39-31_ext.ooo        2459465.4455058998  2459465.4519959702     -16931.15     -13942.40    134.39      6.39    5522.5
s1_2021-09-07T22-43-37_ext.ooo        2459465.4483452002  2459465.4548352989     -16925.16     -13943.60    138.52      6.54    5617.2
s1_2021-09-07T22-47-44_ext.ooo        2459465.4512101002  2459465.4577002279     -16919.70     -13945.48    135.88      6.13    5616.9
s1_2021-09-07T22-51-55_ext.ooo        2459465.4541159002  2459465.4606060563     -16908.23     -13941.53    142.80      6.87    5392.5
s1_2021-09-07T22-56-00_ext.ooo        2459465.4569554999  2459465.4634456844     -16908.89     -13949.62    144.16      7.22    5481.3
s1_2021-09-07T23-00-07_ext.ooo        2459465.4598149001  2459465.4663051125     -16895.76     -13944.05    129.76      6.52    5386.1
s1_2021-09-07T23-04-16_ext.ooo        2459465.4626889001  2459465.4691791409     -16887.66     -13943.61    134.88      6.54    6336.6
s1_2021-09-07T23-08-23_ext.ooo        2459465.4655456999  2459465.4720359691     -16879.88     -13943.52    125.62      6.42    6218.8
s1_2021-09-07T23-12-28_ext.ooo        2459465.4683902999  2459465.4748805966     -16870.18     -13941.55    137.73      6.54    6145.0
s1_2021-09-07T23-16-36_ext.ooo        2459465.4712550999  2459465.4777454250     -16865.83     -13945.06    135.98      6.78    5994.0
s1_2021-09-07T23-20-42_ext.ooo        2459465.4741060999  2459465.4805964525     -16854.68     -13941.78    131.63      6.68    5965.8
s1_2021-09-07T23-24-48_ext.ooo        2459465.4769485001  2459465.4834388806     -16846.56     -13941.58    132.01      6.58    6095.7
s1_2021-09-07T23-28-58_ext.ooo        2459465.4798483001  2459465.4863387085     -16837.80     -13940.95    137.52      6.58    6297.9
s1_2021-09-07T23-33-04_ext.ooo        2459465.4826906002  2459465.4891810361     -16834.34     -13945.53    130.49      6.64    6169.3
s1_2021-09-07T23-37-11_ext.ooo        2459465.4855478001  2459465.4920382635     -16823.12     -13942.44    136.95      6.35    6100.5
s1_2021-09-07T23-41-18_ext.ooo        2459465.4884074000  2459465.4948978908     -16813.15     -13940.66    130.40      6.22    6091.4
s1_2021-09-07T23-45-25_ext.ooo        2459465.4912645998  2459465.4977551182     -16807.72     -13943.47    135.98      6.43    6678.9
s1_2021-09-07T23-49-30_ext.ooo        2459465.4941038000  2459465.5005943454     -16801.41     -13945.40    124.42      6.00    6376.2
s1_2021-09-07T23-53-40_ext.ooo        2459465.4969986998  2459465.5034892727     -16787.60     -13940.02    133.74      6.92    6148.9
s1_2021-09-07T23-57-47_ext.ooo        2459465.4998579002  2459465.5063485005     -16778.35     -13939.17    121.39      6.28    6468.9
s1_2021-09-08T00-01-54_ext.ooo        2459465.5027136998  2459465.5092043271     -16776.77     -13946.00    136.33      6.79    6200.4
s1_2021-09-08T00-06-01_ext.ooo        2459465.5055734999  2459465.5120641543     -16763.06     -13940.77    129.64      5.91    6931.3
s1_2021-09-08T00-10-07_ext.ooo        2459465.5084205000  2459465.5149111813     -16752.57     -13938.74    125.21      6.15    6962.4
s1_2021-09-08T00-14-12_ext.ooo        2459465.5112598999  2459465.5177506078     -16745.45     -13940.11    127.33      6.30    6957.5
s1_2021-09-08T00-18-21_ext.ooo        2459465.5141417002  2459465.5206324351     -16734.60     -13937.90    118.60      5.98    6967.8
s1_2021-09-08T00-22-27_ext.ooo        2459465.5169825000  2459465.5234732614     -16724.61     -13936.47    131.65      6.40    6893.5
s1_2021-09-08T00-26-32_ext.ooo        2459465.5198232001  2459465.5263139876     -16721.91     -13942.35    149.91      7.14    6988.5
s1_2021-09-08T00-30-41_ext.ooo        2459465.5227076998  2459465.5291985143     -16705.67     -13934.85    115.73      6.19    7111.5
s1_2021-09-08T00-34-47_ext.ooo        2459465.5255473000  2459465.5320381406     -16703.87     -13941.68    126.90      6.81    7368.9
s1_2021-09-08T00-38-56_ext.ooo        2459465.5284271999  2459465.5349180670     -16688.33     -13934.92    150.78      8.37    7490.6
s1_2021-09-08T00-43-07_ext.ooo        2459465.5313320998  2459465.5378229939     -16687.46     -13942.92    120.44      6.38    7384.5
s1_2021-09-08T00-47-12_ext.ooo        2459465.5341726001  2459465.5406635199     -16675.43     -13939.58    130.82      7.22    7562.4
s1_2021-09-08T00-51-19_ext.ooo        2459465.5370278000  2459465.5435187458     -16667.58     -13940.48    129.62      6.52    7372.6
s1_2021-09-08T00-55-27_ext.ooo        2459465.5399071998  2459465.5463981722     -16653.97     -13935.71    118.05      6.02    7344.1
s1_2021-09-08T00-59-34_ext.ooo        2459465.5427640998  2459465.5492550978     -16647.72     -13938.23    116.65      5.54    7047.5
s1_2021-09-08T01-03-40_ext.ooo        2459465.5456034001  2459465.5520944237     -16639.40     -13938.65    127.85      6.85    7489.1
s1_2021-09-08T01-34-37_ext.ooo        2459465.5670980001  2459465.5735892155     -16578.42     -13943.79    119.92      5.76    6947.1
s1_2021-09-08T02-12-35_ext.ooo        2459465.5934698000  2459465.5999612440     -16492.27     -13937.69    113.56      5.39    6785.5
s1_2021-09-08T02-16-43_ext.ooo        2459465.5963348998  2459465.6028263685     -16491.13     -13945.11    125.05      5.39    7015.5
s1_2021-09-08T02-20-50_ext.ooo        2459465.5991917001  2459465.6056831931     -16484.33     -13946.80    111.44      5.17    6835.7
s1_2021-09-08T02-25-00_ext.ooo        2459465.6020840998  2459465.6085756170     -16469.35     -13940.39    117.76      5.15    6664.4
s1_2021-09-08T02-29-05_ext.ooo        2459465.6049290001  2459465.6114205415     -16461.81     -13941.22    127.28      5.76    7126.8
s1_2021-09-08T02-33-10_ext.ooo        2459465.6077661002  2459465.6142576654     -16455.02     -13942.74    123.16      6.16    7014.0
s1_2021-09-08T02-37-18_ext.ooo        2459465.6106314999  2459465.6171230893     -16444.43     -13940.50    123.21      5.98    6623.7
s1_2021-09-08T02-41-23_ext.ooo        2459465.6134686000  2459465.6199602131     -16437.41     -13941.70    122.41      5.76    7041.3
s1_2021-09-08T02-45-29_ext.ooo        2459465.6163126002  2459465.6228042371     -16428.24     -13940.72    121.29      5.59    6866.9
