# STAR             = HIP114971
# RA(ICRS, deg)    = 349.29141
# Dec(ICRS, deg)   = 3.2822883
# pmRA  (mas/yr)   = 759.820
# pmDec (mas/yr)   = 17.7700
# parallax (mas)   = 23.6400
# Vrad  (km/s)     = -14480.0
# Vtemplate (km/s) = -43132.0
# -------------------------------------------------------------------------------------------------------------------------------------- 
#           Filename                         JD_MID               BJD_MID           RV_raw        RV_bvc     Sigma1    Sigma2    Flux   
#                                            [days]                [days]            [m/s]         [m/s]      [m/s]     [m/s]    [ADU]  
# -------------------------------------------------------------------------------------------------------------------------------------- 
s1_2021-11-03T21-46-45_ext.ooo        2459522.4088654001  2459522.4132728972       9199.74     -13928.50    134.72      6.37    5299.1
s1_2021-11-03T21-50-51_ext.ooo        2459522.4117017998  2459522.4161090781       9204.36     -13932.13    120.36      6.19    5278.8
s1_2021-11-03T21-55-01_ext.ooo        2459522.4145999001  2459522.4190069549       9210.55     -13934.33    130.27      6.34    5625.8
s1_2021-11-03T21-59-07_ext.ooo        2459522.4174437001  2459522.4218505356       9220.81     -13932.30    123.25      6.09    5454.8
s1_2021-11-03T22-03-12_ext.ooo        2459522.4202835001  2459522.4246901162       9219.39     -13941.92    132.75      6.74    5938.6
s1_2021-11-03T22-07-24_ext.ooo        2459522.4232045002  2459522.4276108905       9235.33     -13934.40    113.46      5.80    6193.7
s1_2021-11-03T22-11-30_ext.ooo        2459522.4260439002  2459522.4304500711       9242.91     -13934.98    119.75      6.42    6174.0
s1_2021-11-03T22-15-35_ext.ooo        2459522.4288861998  2459522.4332921510       9247.09     -13938.93    129.20      6.34    6389.4
s1_2021-11-03T22-19-42_ext.ooo        2459522.4317441001  2459522.4361498300       9254.69     -13939.50    122.56      6.41    6736.8
s1_2021-11-03T22-23-50_ext.ooo        2459522.4346154002  2459522.4390209080       9264.77     -13937.59    128.33      6.53    5425.8
s1_2021-11-03T22-27-57_ext.ooo        2459522.4374710000  2459522.4418762871       9262.00     -13948.45    128.27      6.44    6294.0
s1_2021-11-03T22-32-04_ext.ooo        2459522.4403300001  2459522.4447350660       9278.48     -13940.03    135.84      6.51    5336.0
s1_2021-11-03T22-36-09_ext.ooo        2459522.4431707002  2459522.4475755459       9282.65     -13943.84    119.76      6.28    5776.5
s1_2021-11-03T22-40-15_ext.ooo        2459522.4460104001  2459522.4504150259       9291.17     -13943.26    126.58      6.92    5080.4
s1_2021-11-03T22-44-25_ext.ooo        2459522.4489075998  2459522.4533120012       9296.49     -13946.00    132.66      7.12    4894.5
s1_2021-11-03T22-48-31_ext.ooo        2459522.4517500000  2459522.4561541807       9291.12     -13959.24    154.35      9.04    3466.7
s1_2021-11-03T22-52-38_ext.ooo        2459522.4546093000  2459522.4590132590       9309.66     -13948.55    141.69      7.58    4554.9
s1_2021-11-03T22-56-48_ext.ooo        2459522.4575024000  2459522.4619061346       9316.76     -13949.36    133.91      7.01    5566.1
s1_2021-11-03T23-00-53_ext.ooo        2459522.4603426000  2459522.4647461143       9324.43     -13949.41    127.93      6.43    5941.6
s1_2021-11-03T23-04-59_ext.ooo        2459522.4631884000  2459522.4675916936       9325.09     -13956.43    131.16      6.31    5507.7
s1_2021-11-03T23-09-08_ext.ooo        2459522.4660664001  2459522.4704694701       9332.49     -13956.74    118.57      6.43    5025.3
s1_2021-11-03T23-13-16_ext.ooo        2459522.4689364000  2459522.4733392471       9339.80     -13957.06    125.73      6.30    5377.7
s1_2021-11-03T23-17-22_ext.ooo        2459522.4717882001  2459522.4761908255       9345.87     -13958.52    125.81      6.27    6006.5
s1_2021-11-03T23-21-29_ext.ooo        2459522.4746527998  2459522.4790552026       9350.02     -13961.86    128.68      6.95    5774.5
s1_2021-11-03T23-25-35_ext.ooo        2459522.4774981998  2459522.4819003814       9354.68     -13964.59    126.84      6.41    5927.9
s1_2021-11-03T23-29-40_ext.ooo        2459522.4803347001  2459522.4847366610       9369.81     -13956.76    113.46      5.35    6284.1
s1_2021-11-03T23-33-52_ext.ooo        2459522.4832425001  2459522.4876442347       9372.11     -13961.87    141.61      6.70    6146.1
s1_2021-11-03T23-37-57_ext.ooo        2459522.4860820002  2459522.4904835140       9373.39     -13967.75    135.06      7.00    5797.9
s1_2021-11-03T23-42-03_ext.ooo        2459522.4889316000  2459522.4933328922       9383.68     -13964.59    134.41      6.80    5724.4
s1_2021-11-03T23-46-10_ext.ooo        2459522.4917893000  2459522.4961903696       9384.69     -13970.65    134.85      6.50    5343.3
s1_2021-11-03T23-50-15_ext.ooo        2459522.4946292001  2459522.4990300485       9398.91     -13963.39    133.10      6.89    4704.3
s1_2021-11-03T23-54-21_ext.ooo        2459522.4974684999  2459522.5018691272       9399.08     -13970.09    125.07      6.21    5838.4
s1_2021-11-03T23-58-28_ext.ooo        2459522.5003318000  2459522.5047322037       9401.73     -13974.30    128.72      6.30    6084.8
s1_2021-11-04T00-02-34_ext.ooo        2459522.5031754002  2459522.5075755822       9412.47     -13970.29    125.36      5.95    6636.3
s1_2021-11-04T00-06-41_ext.ooo        2459522.5060393000  2459522.5104392590       9418.16     -13971.30    125.73      6.48    6210.4
s1_2021-11-04T00-10-48_ext.ooo        2459522.5088976002  2459522.5132973362       9426.13     -13969.92    127.24      6.66    5582.2
s1_2021-11-04T00-14-54_ext.ooo        2459522.5117417998  2459522.5161413136       9428.98     -13973.55    132.38      6.61    5826.9
s1_2021-11-04T00-18-59_ext.ooo        2459522.5145812002  2459522.5189804924       9436.50     -13972.40    119.55      6.06    5931.8
s1_2021-11-04T00-23-11_ext.ooo        2459522.5174996001  2459522.5218986645       9437.80     -13977.57    133.32      6.74    5392.8
s1_2021-11-04T00-27-17_ext.ooo        2459522.5203379998  2459522.5247368426       9448.73     -13972.84    135.53      7.09    5378.3
s1_2021-11-04T00-31-22_ext.ooo        2459522.5231826999  2459522.5275813206       9454.41     -13973.27    133.63      6.63    5564.4
s1_2021-11-04T00-35-30_ext.ooo        2459522.5260418002  2459522.5304401973       9449.49     -13984.24    126.17      6.82    5360.6
s1_2021-11-04T00-39-35_ext.ooo        2459522.5288808001  2459522.5332789756       9465.90     -13973.75    129.14      6.91    5565.2
s1_2021-11-04T00-43-42_ext.ooo        2459522.5317378002  2459522.5361357522       9471.17     -13974.33    136.49      6.85    5455.2
s1_2021-11-04T00-47-49_ext.ooo        2459522.5346014001  2459522.5389991282       9472.56     -13978.70    139.21      6.96    5151.4
s1_2021-11-04T00-51-54_ext.ooo        2459522.5374413002  2459522.5418388061       9472.77     -13984.12    133.38      6.61    5475.5
s1_2021-11-04T00-56-00_ext.ooo        2459522.5402809000  2459522.5446781837       9486.79     -13975.61    137.73      7.38    5117.3
s1_2021-11-04T01-00-13_ext.ooo        2459522.5432072999  2459522.5476043546       9483.91     -13984.07    140.53      7.02    5217.5
s1_2021-11-04T01-04-18_ext.ooo        2459522.5460474002  2459522.5504442328       9488.37     -13984.92    139.28      6.89    5330.2
s1_2021-11-04T01-08-25_ext.ooo        2459522.5489071999  2459522.5533038084       9487.61     -13990.91    132.21      7.11    5013.5
s1_2021-11-04T01-12-32_ext.ooo        2459522.5517651001  2459522.5561614851       9498.93     -13984.72    130.51      7.51    4566.7
s1_2021-11-04T01-16-41_ext.ooo        2459522.5546463002  2459522.5590424594       9506.58     -13982.12    138.37      6.95    5204.2
s1_2021-11-04T01-20-47_ext.ooo        2459522.5574987000  2459522.5618946357       9512.69     -13980.91    130.67      6.79    5407.1
s1_2021-11-04T01-24-54_ext.ooo        2459522.5603574002  2459522.5647531119       9516.03     -13982.35    141.13      7.81    4280.3
s1_2021-11-04T01-29-01_ext.ooo        2459522.5632151002  2459522.5676105879       9520.33     -13982.72    141.06      7.22    4618.4
s1_2021-11-04T01-33-06_ext.ooo        2459522.5660525998  2459522.5704478654       9525.35     -13982.24    128.65      6.71    4133.5
s1_2021-11-04T01-37-16_ext.ooo        2459522.5689355000  2459522.5733305393       9527.82     -13984.25    146.35      8.06    3537.6
s1_2021-11-04T01-41-24_ext.ooo        2459522.5718124998  2459522.5762073137       9531.82     -13984.60    133.46      7.57    4007.6
s1_2021-11-04T01-45-31_ext.ooo        2459522.5746686002  2459522.5790631901       9536.15     -13984.47    147.25      8.16    3007.2
s1_2021-11-04T01-49-40_ext.ooo        2459522.5775552001  2459522.5819495637       9263.84     -14260.89   1194.09     41.98     227.5
s1_2021-11-04T01-53-48_ext.ooo        2459522.5804234999  2459522.5848176382       9557.92     -13970.81    217.73     13.87    1154.7
s1_2021-11-04T01-57-54_ext.ooo        2459522.5832717000  2459522.5876656147       9548.25     -13984.31    181.02      9.58    2431.1
s1_2021-11-04T02-02-02_ext.ooo        2459522.5861355001  2459522.5905291904       9559.18     -13977.10    157.31      9.12    2789.6
s1_2021-11-04T02-06-09_ext.ooo        2459522.5889943000  2459522.5933877658       9559.50     -13980.38    158.37      9.07    2684.6
s1_2021-11-04T02-10-14_ext.ooo        2459522.5918339002  2459522.5962271430       9559.04     -13984.29    170.49     10.23    2519.8
s1_2021-11-04T02-14-21_ext.ooo        2459522.5946931001  2459522.5990861184       9563.89     -13982.79    178.59     10.68    2868.9
s1_2021-11-04T02-18-28_ext.ooo        2459522.5975489998  2459522.6019417942       9577.02     -13972.88    154.62      9.46    2643.6
s1_2021-11-04T02-22-33_ext.ooo        2459522.6003899002  2459522.6047824710       9573.60     -13979.38    222.31     13.56    1368.3
s1_2021-11-05T19-22-39_ext.ooo        2459524.3087964002  2459524.3130555525       9597.57     -13919.36    417.03     18.78     604.5
s1_2021-11-05T19-30-53_ext.ooo        2459524.3145117001  2459524.3187704040       9595.14     -13936.56    136.41      7.35    4102.8
s1_2021-11-05T19-35-03_ext.ooo        2459524.3174013002  2459524.3216597773       9594.26     -13945.00    127.51      6.27    5568.9
s1_2021-11-05T19-39-09_ext.ooo        2459524.3202470001  2459524.3245052542       9616.53     -13930.24    257.50     14.99    1347.0
s1_2021-11-05T19-43-14_ext.ooo        2459524.3230862999  2459524.3273443310       9618.37     -13935.94    148.22      8.47    3117.2
s1_2021-11-05T19-47-21_ext.ooo        2459524.3259438002  2459524.3302016067       9628.36     -13933.60    129.97      7.04    3990.1
s1_2021-11-05T19-51-28_ext.ooo        2459524.3288015001  2459524.3330590818       9640.70     -13928.96    317.82     17.94     995.7
s1_2021-11-05T19-55-33_ext.ooo        2459524.3316420000  2459524.3358993586       9648.51     -13928.85    272.26     16.09     800.9
s1_2021-11-05T19-59-41_ext.ooo        2459524.3345090998  2459524.3387662331       9609.09     -13976.09    472.64     19.87     604.0
s1_2021-11-05T20-03-46_ext.ooo        2459524.3373492002  2459524.3416061099       9653.66     -13939.32    195.10     12.37    1675.3
s1_2021-11-05T20-07-54_ext.ooo        2459524.3402105998  2459524.3444672842       9666.97     -13933.91    187.97     11.08    1866.7
s1_2021-11-05T20-12-02_ext.ooo        2459524.3430841002  2459524.3473405587       9679.39     -13929.47    326.03     18.11     653.8
s1_2021-11-05T20-20-16_ext.ooo        2459524.3487994000  2459524.3530554082       9609.05     -14015.78    633.68     22.92     237.3
s1_2021-11-05T20-24-25_ext.ooo        2459524.3516819002  2459524.3559376812       9689.54     -13943.41    225.22     13.86    1471.6
s1_2021-11-05T20-28-30_ext.ooo        2459524.3545218999  2459524.3587774574       9694.33     -13946.65    186.88     10.70    1830.7
s1_2021-11-05T20-32-36_ext.ooo        2459524.3573669000  2459524.3616222329       9708.46     -13940.58    216.46     14.50    1528.0
s1_2021-11-05T20-36-46_ext.ooo        2459524.3602553001  2459524.3645104053       9711.02     -13946.24    164.85      9.17    2788.1
s1_2021-11-05T20-40-52_ext.ooo        2459524.3631032999  2459524.3673581802       9726.98     -13938.42    198.33     11.89    1975.0
s1_2021-11-05T20-45-00_ext.ooo        2459524.3659732002  2459524.3702278542       9730.90     -13942.72    133.19      7.29    4607.1
s1_2021-11-05T20-49-07_ext.ooo        2459524.3688328001  2459524.3730872283       9739.29     -13942.53    145.67      8.62    3951.3
s1_2021-11-05T20-53-13_ext.ooo        2459524.3716879999  2459524.3759422028       9749.53     -13940.50    129.04      6.89    4439.1
s1_2021-11-05T20-57-19_ext.ooo        2459524.3745277999  2459524.3787817783       9744.92     -13953.30    144.47      7.89    3798.6
s1_2021-11-05T21-01-32_ext.ooo        2459524.3774559000  2459524.3817096469       9758.82     -13947.86    160.05      9.28    3740.0
s1_2021-11-05T21-05-37_ext.ooo        2459524.3802971998  2459524.3845507219       9759.57     -13955.32    153.19      8.63    3304.8
s1_2021-11-05T21-09-42_ext.ooo        2459524.3831364000  2459524.3873896976       9777.53     -13945.58    168.16     10.03    3006.3
s1_2021-11-05T21-13-50_ext.ooo        2459524.3860010002  2459524.3902540710       9789.77     -13941.64    155.34      8.24    4660.6
s1_2021-11-05T21-17-56_ext.ooo        2459524.3888540999  2459524.3931069449       9788.11     -13951.57    127.83      6.22    6790.9
s1_2021-11-05T21-22-02_ext.ooo        2459524.3916946002  2459524.3959472203       9796.16     -13951.75    134.70      7.81    5557.4
s1_2021-11-05T21-26-09_ext.ooo        2459524.3945551999  2459524.3988075936       9808.23     -13947.97    139.10      7.31    4318.7
s1_2021-11-05T21-30-14_ext.ooo        2459524.3973925998  2459524.4016447687       9832.29     -13932.13    238.29     14.43    1038.1
s1_2021-11-05T21-34-23_ext.ooo        2459524.4002717002  2459524.4045236409       9811.43     -13961.33    608.35     20.31     258.3
s1_2021-11-05T21-38-32_ext.ooo        2459524.4031540998  2459524.4074058118       9810.75     -13970.35    533.43     24.52     514.5
s1_2021-11-05T22-10-25_ext.ooo        2459524.4252905999  2459524.4295405541       9879.32     -13965.29    135.83      6.79    6184.6
s1_2021-11-05T22-14-32_ext.ooo        2459524.4281505998  2459524.4324003267       9888.58     -13964.13    143.29      7.47    6059.2
s1_2021-11-05T22-18-37_ext.ooo        2459524.4309903001  2459524.4352398012       9892.33     -13968.39    136.57      6.79    5990.9
s1_2021-11-05T22-22-48_ext.ooo        2459524.4338893001  2459524.4381385702       9902.88     -13965.99    129.56      6.74    5986.2
s1_2021-11-05T22-26-56_ext.ooo        2459524.4367645001  2459524.4410135415       9899.32     -13977.60    134.69      6.76    6255.1
s1_2021-11-05T22-31-02_ext.ooo        2459524.4396118000  2459524.4438606147       9913.75     -13971.10    137.56      7.19    6253.4
s1_2021-11-05T22-35-12_ext.ooo        2459524.4425067999  2459524.4467553841       9917.11     -13975.76    151.39      8.10    5768.0
s1_2021-11-05T22-39-17_ext.ooo        2459524.4453451000  2459524.4495934579       9929.72     -13970.98    136.49      6.90    5839.5
s1_2021-11-05T22-43-25_ext.ooo        2459524.4482084000  2459524.4524565297       9934.50     -13974.04    133.55      7.24    6081.0
s1_2021-11-05T22-47-31_ext.ooo        2459524.4510630998  2459524.4553110017       9936.34     -13979.98    133.57      7.52    6490.0
s1_2021-11-05T22-51-38_ext.ooo        2459524.4539166000  2459524.4581642742       9944.78     -13979.27    131.82      6.78    5519.1
s1_2021-11-05T22-55-45_ext.ooo        2459524.4567745999  2459524.4610220459       9955.21     -13976.52    136.07      6.90    6040.4
s1_2021-11-05T22-59-54_ext.ooo        2459524.4596532998  2459524.4639005163       9962.15     -13977.27    125.92      6.79    5946.6
s1_2021-11-05T23-04-01_ext.ooo        2459524.4625215000  2459524.4667684874       9969.05     -13977.98    144.96      7.90    5897.9
s1_2021-11-05T23-08-07_ext.ooo        2459524.4653622000  2459524.4696089607       9971.65     -13982.85    131.53      7.25    5459.2
s1_2021-11-05T23-12-14_ext.ooo        2459524.4682279001  2459524.4724744316       9976.42     -13985.55    147.16      7.47    5221.0
s1_2021-11-05T23-16-23_ext.ooo        2459524.4711048999  2459524.4753512018       9988.42     -13981.00    135.75      7.58    5296.6
s1_2021-11-05T23-20-28_ext.ooo        2459524.4739448000  2459524.4781908747      10001.52     -13975.19    138.78      7.20    5783.5
s1_2021-11-05T23-24-36_ext.ooo        2459524.4768155999  2459524.4810614451      10000.80     -13983.20    130.59      6.94    5924.0
s1_2021-11-05T23-28-42_ext.ooo        2459524.4796553999  2459524.4839010178      10005.29     -13985.86    145.25      8.22    5257.4
s1_2021-11-05T23-32-49_ext.ooo        2459524.4825203000  2459524.4867656888      10018.45     -13979.85    135.76      6.89    5195.6
s1_2021-11-05T23-36-57_ext.ooo        2459524.4853936001  2459524.4896387588      10024.27     -13981.12    152.46      7.48    5125.9
s1_2021-11-05T23-41-03_ext.ooo        2459524.4882379998  2459524.4924829309      10026.00     -13986.34    149.53      8.26    4882.3
s1_2021-11-05T23-45-09_ext.ooo        2459524.4910811000  2459524.4953258033      10038.96     -13980.25    147.71      8.50    4889.9
